contractNo,desc,vendorID,vendorName,agency,beginDate,endDate,totalContractAmt,amtSpent,amtRemaining
P516057:0,Analysis of Drinking Water,00004326,"NSI Solutions, Inc.",PUBLIC WORKS,02/09/2011,02/08/2013,$22627.60,$9551.45,$13076.15
P516091:0,Janitorial Services,00003079,Steve's Cleaning Service Inc,HEALTH,01/04/2011,01/03/2013,$36000.00,$27000.00,$9000.00
P516097:0,Electric Motor Relay Repair / Replacement,00004382,"Contact Power, Inc",PUBLIC WORKS,02/08/2011,02/07/2012,$25000.00,$16515.55,$8484.45
P516110:0,"Aluminum Street Lighting Poles and Accessories ,Valmont Industries ",00004784,Valmont Industries,TRANSPORTATION,08/01/2010,01/31/2012,$1000000.00,$281410.00,$718590.00
P516127:0,Pest Control Services,00018002,AB&B Termite & Pest Control,City-Wide,04/01/2011,03/31/2013,$80000.00,$63801.00,$16199.00
P516131:0,OEM Parts and Service for Cushman Electric Products,00000771,Werres Corporation,GENERAL SERVICES,02/10/2011,02/09/2012,$4999.00,$2004.04,$2994.96
P516153:0,Cleaver Brooks Boilers Agreement,00002110,"Tate Engineering Systems, Inc.",PUBLIC WORKS,01/26/2011,02/25/2016,$70000.00,$50604.24,$19395.76
P516154:0,IMACS On-call services to repair com,00004718,Industrial Monitoring And Control Systems ,PUBLIC WORKS,01/26/2011,01/25/2016,$50000.00,$46876.65,$3123.35
P516167:0,Range Maintenance; Police,00007287,Range Maintenance Inc.,POLICE,02/02/2011,02/01/2013,$250000.00,$133128.95,$116871.05
P516168:0,Bulk Foods,00002828,"Eastern Food Services, Inc.",HEALTH,02/15/2011,12/31/2012,$20000.00,$7225.99,$12774.01
P516169:0, CYCLO BLOWER,00005647,"Excelsior Blower Systems, Inc.",PUBLIC WORKS,02/09/2011,02/08/2013,$60000.00,$21672.00,$38328.00
P516177:0,SAMPLE CONTAINERS ,00018829,"Scientific Specialties, Inc.",PUBLIC WORKS,02/16/2011,02/15/2013,$50000.00,$32464.03,$17535.97
P516180:0,RESTOCK - NETZCH PARTS,00000539,"Kershner Environmental Technologies, LLC",PUBLIC WORKS,02/09/2011,02/08/2012,$76103.00,$74393.14,$1709.86
P516182:0,Rental of Vertical Baler,00003263,Allied Waste/BFI Waste Services,CONVENTION COMPLEX,02/09/2011,02/08/2013,$31650.00,$0.00,$31650.00
P516206:0,311 mobile,00019627,Connected Bits LLC,MAYOR'S OFFICE OF INFORMATION TECHNOLOGY,01/19/2011,01/18/2016,$70000.00,$36995.00,$33005.00
P516220:0,FOAM CORE- GRAPHICS,00003460,MARTIN SUPPLY INC.,STATE'S ATTORNEY,02/22/2011,06/30/2011,$4840.00,$3448.50,$1391.50
P516220:0,FOAM CORE- GRAPHICS,00003460,MARTIN SUPPLY INC.,FIRE,02/22/2011,06/30/2011,$0.00,$0.00,$0.00
P516240:0,  FLOW & LEVEL METERS,00001897,"Philip R. Walker & Assoc., Inc.",PUBLIC WORKS,02/25/2011,02/24/2013,$50000.00,$33489.00,$16511.00
P516258:0,Service/Labor/Repair Parts for Godwin Pumps ,00002539,"Godwin Pumps of America, Inc.",PUBLIC WORKS,02/15/2011,02/14/2013,$210000.00,$104687.39,$105312.61
P516302:0,Print Jobs ,00006175,"Gardens Reprographics, Inc.",TRANSPORTATION,03/02/2011,02/28/2013,$43400.00,$20541.34,$22858.66
P516304:0,Specialty Gases & EquipmentS,00001647,ROBERTS OXYGEN COMPANY,PUBLIC WORKS,03/03/2011,03/02/2013,$15432.92,$4504.11,$10928.81
P516311:0,Master Support Agreement,00003373,"Tiburon, Inc.",City-Wide,02/16/2011,02/15/2016,$1537330.30,$1089630.00,$447700.30
P516312:0,"Hand and Power Tools, and Related Hardware ",00001481,"Suburban Sales & Rental Center, Inc.",City-Wide,04/01/2011,03/31/2013,$175149.21,$69254.55,$105894.66
P516313:0,"Hand and Power Tools, and Related Hardware ",00002017,"Mill Supply Co., Inc",City-Wide,04/01/2011,03/31/2013,$314000.00,$117210.35,$196789.65
P516314:0,"Hand and Power Tools, and Related Hardware ",00002808,Fastenal,City-Wide,04/01/2011,03/31/2013,$300000.00,$115787.60,$184212.40
P516315:0,"Hand and Power Tools, and Related Hardware ",00003078,Snap-on Industrial Division of IDSC Holdings,City-Wide,04/01/2011,03/31/2013,$173000.00,$46930.75,$126069.25
P516316:0,"Hand and Power Tools, and Related Hardware ",00003531,FERGUSON ENTERPRISES,City-Wide,04/01/2011,03/31/2013,$40810.89,$5002.54,$35808.35
P516317:0,"Hand and Power Tools, and Related Hardware ",00003848,Applied Industrial Technologies,City-Wide,04/01/2011,03/31/2013,$129952.33,$26195.40,$103756.93
P516318:0,"Hand and Power Tools, and Related Hardware ",00004107,"Hilti, Inc.",City-Wide,04/01/2011,03/31/2013,$40312.17,$7102.19,$33209.98
P516319:0,Master License Agreement,00000340,"Environmental Systems Research Institute, Inc.  ",City-Wide,02/16/2011,02/15/2016,$400000.00,$300362.03,$99637.97
P516323:0,IBM z10 Mainframe Agreement,00017853,PSR Inc,MAYOR'S OFFICE OF INFORMATION TECHNOLOGY,02/16/2011,02/15/2016,$550401.00,$0.00,$550401.00
P516328:0,Grass Cutting,00001479,Evergreen Landscape and Design Corporation,City-Wide,06/01/2011,06/01/2012,$2640.00,$1980.00,$660.00
P516362:0,OEM Parts and Service for A/C Shop Equipment,00000834,ferguson corporation,GENERAL SERVICES,03/07/2011,03/06/2012,$4999.00,$2006.68,$2992.32
P516364:0,Various Fencing Systems Installation & Repair,00000792,Long Fence Company Inc.,City-Wide,03/02/2011,08/31/2012,$1000000.00,$334840.22,$665159.78
P516365:0,Various Fencing Systems Installation & Repair,00017093,"Best Fence, LLC",City-Wide,03/02/2012,08/31/2012,$400000.00,$97044.83,$302955.17
P516391:0,DeZURIK PLUG VALVES AND PARTS,00002482,"FREEMIRE & ASSOCIATES, INC.",PUBLIC WORKS,02/18/2011,02/17/2013,$44000.00,$23046.55,$20953.45
P516407:0,2011 Cars and Trucks ,00000346,Criswell Chevrolet Inc,City-Wide,03/02/2011,09/30/2011,$2921500.00,$956001.00,$1965499.00
P516408:0,2011 Cars and Trucks ,00007900,Hertrich Fleet Services,City-Wide,03/02/2011,09/30/2011,$1710000.00,$459138.00,$1250862.00
P516427:0,Equipment Repairs; Fire Dept. ,00002498,Beltsville Construction Supply,FIRE,03/11/2011,03/10/2012,$25000.00,$21407.51,$3592.49
P516430:0,Point Blank Body Armor,00019943,"Point Blank Body Armor, Inc.",POLICE,03/02/2011,11/16/2011,$234254.06,$232720.78,$1533.28
P516436:0,PROVIDE  GASKETS AND SEALS,00000251,"Lewis-Goetz & Co, Inc",PUBLIC WORKS,03/12/2011,03/09/2013,$16000.00,$8317.29,$7682.71
P516450:0,INSIGHT SOFTWARE & SUPPORT-MCH,00005198,"Netsmart Technologies, Inc",HEALTH,03/15/2011,03/14/2012,$64491.24,$57302.74,$7188.50
P516451:0,O.E.M. Parts and Service-Hustler Lawn Equipment ,00000623,MID ATLANTIC TURF EQUIPMENT LLC,GENERAL SERVICES,04/14/2011,04/12/2012,$4999.00,$4722.36,$276.64
P516455:0,Janitorial services - Dawson Safe Haven - 2011-2012,00002055,Jani-King of Baltimore,HOUSING & COMMUNITY DEVELOPMENT,04/06/2011,04/05/2012,$16680.00,$8340.00,$8340.00
P516471:0,PAILS & LIDS-BDC LAB,00003639,"Lab Safety Supply, Inc",HEALTH,03/16/2011,03/15/2012,$2781.20,$2743.60,$37.60
P516498:0,Various Type of K - Copper Tubing,00003531,FERGUSON ENTERPRISES,PUBLIC WORKS,02/21/2011,02/20/2013,$301000.00,$133142.00,$167858.00
P516499:0,Uniforms; Sheriff's Dept.,00000502,"F & F and A.Jacobs & Sons, Inc.",SHERIFF,03/18/2011,03/17/2012,$29980.25,$26779.15,$3201.10
P516518:0, MOYNO PUMP PARTS,00003238,Geiger Pump & Equipment Company,PUBLIC WORKS,04/15/2011,04/14/2014,$1000000.00,$496366.48,$503633.52
P516524:0,"Janitorial Serv.- 501 N. Athol Ave. Lower Level, Rear - 2011",00008203,Sparkle & Shine,HOUSING & COMMUNITY DEVELOPMENT,04/01/2011,03/31/2013,$14400.00,$7800.00,$6600.00
P516526:0,Janitorial Serv - Northwood 2011,00008203,Sparkle & Shine,HOUSING & COMMUNITY DEVELOPMENT,05/01/2011,04/30/2013,$12000.00,$6000.00,$6000.00
P516528:0,Janitorial Services for 1133 N. Gilmor Street - 2011-2012,00007129,Delta Omega Commercial Cleaning LLC,HOUSING & COMMUNITY DEVELOPMENT,04/01/2011,03/31/2012,$12000.00,$12000.00,$0.00
P516545:0,Janitorial Serv - Waverly CCC,00008203,Sparkle & Shine,HOUSING & COMMUNITY DEVELOPMENT,05/01/2011,04/30/2013,$13200.00,$6600.00,$6600.00
P516584:0,Janitorial Services - MOED - 101 West 24th St.,00000174,"Associated Building Maintenance Co., Inc.",MAYOR'S OFFICE OF EMPLOYMENT DEVELOPMENT,12/13/2010,12/12/2011,$30744.00,$0.00,$30744.00
P516588:0,Mowing for 19 Locations,00013519,Sparks Quality Fence Company,GENERAL SERVICES,03/23/2011,03/22/2013,$13800.00,$2300.00,$11500.00
P516589:0,Hydrofluosilicic Acid -Mosaic,00020233,"Mosaic Crop Nutrition, LLC",PUBLIC WORKS,11/15/2010,11/14/2012,$2022400.00,$1085517.75,$936882.25
P516629:0,Firefighter Turnout Gloves,00000419,Maryland Fire Equipment Corp.,City-Wide,03/23/2011,03/22/2013,$45990.00,$26674.20,$19315.80
P516646:0,"Transportation, Cremation , and Disposal of Animal Carcasses",00004209,Greenlawn Cemetery Co. Inc.,HEALTH,04/01/2011,03/31/2013,$169920.00,$169920.00,$0.00
P516652:0,Fruit Punch Energy Ade,00006636,"Dispense All USA, Inc.",FIRE,04/01/2011,03/31/2012,$4948.50,$4618.60,$329.90
P516657:0,LifePak Defib. & Related Equip.,00003143,"Physio-Control, Inc",FIRE,03/30/2011,03/29/2013,$524800.00,$207354.85,$317445.15
P516657:0,LifePak Defib. & Related Equip.,00003143,"Physio-Control, Inc",HEALTH,03/30/2011,03/29/2013,$200.00,$154.00,$46.00
P516676:0,Small Pentagon Hammer,00001840,MARS Company,PUBLIC WORKS,04/05/2011,04/04/2012,$2996.00,$2996.00,$0.00
P516685:0,MONDAWMIN MALL RENT ,00003782,GGP-Mondawmin Mall,HEALTH,04/15/2011,04/14/2012,$36819.40,$36819.36,$0.04
P516706:0,Maint. Services for  Replacement of  XBTF Series OIT Unit,00005141,Commonwealth Controls Corp.,PUBLIC WORKS,04/08/2011,04/07/2012,$39972.00,$39970.00,$2.00
P516733:0,"Provide Carpet, Drapery and Furniture Cleaning Services-",00019051,MYKA Corp,City-Wide,04/16/2011,02/15/2013,$60000.00,$6690.89,$53309.11
P516735:0,"ELECTRONIC EQUIPMENT, COMPO...",00002197,Allied Electronics,TRANSPORTATION,04/11/2011,04/10/2012,$4100.00,$4075.70,$24.30
P516740:0,excelsior bales,00001145,S. Walter Packaging Corp.,FIRE,04/12/2011,04/11/2012,$14236.00,$11127.00,$3109.00
P516767:0,Sewer Cleaning Equipments,00000251,"Lewis-Goetz & Co, Inc",PUBLIC WORKS,03/31/2011,03/30/2013,$29492.90,$8900.45,$20592.45
P516768:0,Sewer Cleaning Equipments,00001190,Mid-Atlantic Waste Systems,PUBLIC WORKS,03/31/2011,03/30/2013,$250379.74,$1662.50,$248717.24
P516769:0,Sewer Cleaning Equipments,00001967,"Tipco Technologies, Inc.",PUBLIC WORKS,03/31/2011,03/30/2013,$23077.99,$0.00,$23077.99
P516797:0,Supply and Deliver Various Gloves,00003013,"District Safety Products, Inc.",City-Wide,04/18/2011,08/17/2011,$5000.00,$4425.70,$574.30
P516810:0,Milling Machine Teeth,00002789,"Elliott & Frantz, Inc.",TRANSPORTATION,04/13/2011,04/12/2013,$97400.00,$41140.00,$56260.00
P516814:0,Management Services for 620 Fallsway 24 HR Shelter,00018545,"Jobs, Housing & Recovery",HOUSING & COMMUNITY DEVELOPMENT,05/01/2011,06/30/2012,$4713853.00,$2302565.22,$2411287.78
P516836:0,Furnish and Install Carpet ,00002619,"cb flooring,llc",City-Wide,04/30/2011,04/29/2012,$50000.00,$1937.00,$48063.00
P516837:0,Furnish and Install Carpet ,00015949,"Total Contracting, Inc.",City-Wide,04/30/2011,04/29/2012,$450000.00,$60256.00,$389744.00
P516868:0,Lease of  a Postage and Folding Machine,00002228,Pitney Bowes,HOUSING & COMMUNITY DEVELOPMENT,05/02/2011,05/01/2016,$37020.00,$1851.00,$35169.00
P516881:0,Secure Document Shredding,00012755,Incred-A-Shred,POLICE,05/11/2011,05/10/2012,$30000.00,$26954.04,$3045.96
P516881:0,Secure Document Shredding,00012755,Incred-A-Shred,FIRE,05/11/2011,05/10/2012,$7500.00,$809.54,$6690.46
P516881:0,Secure Document Shredding,00012755,Incred-A-Shred,STATE'S ATTORNEY,05/11/2011,05/10/2012,$4500.00,$2586.24,$1913.76
P516881:0,Secure Document Shredding,00012755,Incred-A-Shred,TRANSPORTATION,05/11/2011,05/10/2012,$3000.00,$1299.50,$1700.50
P516895:0,Sidewalk and Structural Repair,00001983,"ALLIED CONTRACTORS, INC.",City-Wide,04/20/2011,04/19/2013,$344300.00,$56290.27,$288009.73
P516897:0,Laboratory Consumables and Non-Hazardous Drug Reagents - VWR International,00006011,VWR International,POLICE,01/01/2011,12/31/2012,$36000.00,$3805.67,$32194.33
P516934:0,Firefighter Turnout Gear - Boots,00001699,F. L. Anderson Company,City-Wide,05/01/2011,04/30/2012,$27669.18,$18744.51,$8924.67
P516940:0,Hydrochloric acid ,00000490,Univar USA Inc.,PUBLIC WORKS,05/06/2011,05/05/2012,$20213.18,$19023.18,$1190.00
P516969:0,Foam Core ,00000609,PLAZA ART,BUREAU OF PURCHASES,05/08/2011,05/09/2012,$1063.50,$1063.50,$0.00
P516995:0,Preventative Maintenance for  Tennant Machines,00000387,Tennant Sales and Service Company,CONVENTION COMPLEX,05/11/2011,05/08/2013,$55000.00,$47783.39,$7216.61
P517002:0,Rabavert Rabies Vaccine,00000638,Citizens Pharmacy Services,HEALTH,05/16/2011,05/15/2012,$9145.60,$9145.60,$0.00
P517013:0,MVR Background Checks,00021779,"Verifications, Inc.",FIRE,05/16/2011,05/15/2012,$6500.00,$375.00,$6125.00
P517070:0,Repair and Installation Services for Various Overhead Mechanical Door Systems Door ,00002472,Rolling Doors of Maryland Inc,City-Wide,06/03/2011,06/02/2012,$250000.00,$64256.03,$185743.97
P517071:0,Repair and Installation Services for Various Overhead Mechanical Door Systems Door ,00007865,all about doors,City-Wide,06/03/2011,06/02/2012,$200000.00,$4964.00,$195036.00
P517072:0,Repair and Installation Services for Various Overhead Mechanical Door Systems Door ,00011437,"Overhead Door Co of Baltimore, Inc.",City-Wide,06/03/2011,06/02/2012,$150000.00,$12642.50,$137357.50
P517077:0,Hydro-testing Cylinders ,00011497,"Coastal Hydrotesting and Compliance Services, LLC",FIRE,05/23/2011,05/22/2012,$7000.00,$6525.00,$475.00
P517115:0,Oracle and Primavera Master License Agreement ,00017855,Oracle America Inc,City-Wide,05/11/2011,05/10/2016,$1500000.00,$198973.28,$1301026.72
P517162:0,Paint and Chemical Coatings,00003297,McCormick Paint Works,City-Wide,05/25/2011,04/30/2013,$100000.00,$9584.26,$90415.74
P517163:0,Paint and Chemical Coatings,00001735,The Sherwin-Williams Company d/ba Duron Paints and Wallcoverings,City-Wide,05/25/2011,04/30/2013,$400000.00,$170575.38,$229424.62
P517171:0,Service and Repair of AaLadin Pressure Washers,00007139,Absolute Pressure Cleaning Equipment Inc.,PUBLIC WORKS,08/01/2011,07/31/2013,$20000.00,$0.00,$20000.00
P517172:0,Custom & Honor Guard Uniforms; Fire Dept,00000502,"F & F and A.Jacobs & Sons, Inc.",FIRE,06/08/2011,06/07/2012,$25000.00,$5168.10,$19831.90
P517173:0,Custom Fire Department Flags,00000939,Quinn Flags,FIRE,05/26/2011,05/25/2012,$6000.00,$440.98,$5559.02
P517174:0,Partner Rescue Saws,00009983,All Hands Fire Equipment,FIRE,06/08/2011,06/07/2012,$45000.00,$37485.81,$7514.19
P517178:0,HIV TEST KITS-BDC LAB,00000398,"Bio-Rad Laboratories, Inc.",HEALTH,05/26/2011,05/25/2012,$78788.70,$76878.70,$1910.00
P517182:0,"Services for Debris Cleanup in Middle Branch, Canton and Fells Point, etc",00005467,"Environmental Quality Resources, LLC",City-Wide,06/13/2011,06/12/2013,$144450.00,$0.00,$144450.00
P517183:0,Technical Services for Liquid Oxygen Plants at PWWTP,00002561,"Solutionwerks, Inc.",PUBLIC WORKS,06/01/2011,05/31/2014,$850000.00,$291934.50,$558065.50
P517184:0,PEDESTRIAN SIGNALSPUSHBUTTONS/MISC,00004478,General Traffic Equipment Corp.,TRANSPORTATION,06/03/2011,06/02/2012,$20000.00,$12068.00,$7932.00
P517187:0,"Inspection, Testing, Repair, Maintenance and Installation Services for UST and AST",00003248,"Total Environmental Concepts, Inc.",City-Wide,07/26/2011,07/25/2014,$500000.00,$456012.69,$43987.31
P517192:0,OEM Parts and Repair Service for GEM Electric Vehicles,00005868,FOX CHEVY LLC,GENERAL SERVICES,06/01/2011,05/31/2014,$48000.00,$0.00,$48000.00
P517199:0,Janitorial Services for EPFL - Branch #23 - 2011,00002055,Jani-King of Baltimore,ENOCH PRATT FREE LIBRARY,06/06/2011,06/05/2013,$13440.00,$6720.00,$6720.00
P517203:0,Aftermarket Body and Fender Parts,00016118,keystone/lkq,GENERAL SERVICES,05/01/2011,04/30/2014,$75000.00,$21074.65,$53925.35
P517250:0,Mirena/Depo,00015754,Smith Medical Partners LLC,HEALTH,06/09/2011,06/08/2012,$9272.20,$0.00,$9272.20
P517252:0,Annual and Five Year Certifications and Inspections for Ladder Trucks ,00000330,American Test Center,GENERAL SERVICES,04/11/2011,04/10/2013,$42650.00,$18410.00,$24240.00
P517253:0,Assorted Light Bars and Light Sets,00008899,"EAST COAST EMERGENCY LIGHTING, INC",GENERAL SERVICES,07/01/2011,06/30/2014,$750000.00,$429254.11,$320745.89
P517283:0,Plumbing Supplies and Parts ,00002808,Fastenal,GENERAL SERVICES,06/10/2011,06/09/2012,$24000.00,$940.35,$23059.65
P517283:0,Plumbing Supplies and Parts ,00002808,Fastenal,City-Wide,06/10/2011,06/09/2012,$4000.00,$420.00,$3580.00
P517285:0,Thermo Blocks,00011767,"Ennis Paint, Inc.",TRANSPORTATION,06/22/2011,06/21/2012,$220000.00,$145200.00,$74800.00
P517287:0,Various Water Tools - Blanket,00002543,HD SUPPLY,PUBLIC WORKS,06/13/2011,06/12/2012,$20000.00,$11090.85,$8909.15
P517287:0,Various Water Tools - Blanket,00002543,HD SUPPLY,City-Wide,06/13/2011,06/12/2012,$10000.00,$0.00,$10000.00
P517329:0,Cello Chemical Cleaning  Products,00000242,ODORITE,CONVENTION COMPLEX,07/01/2011,06/30/2014,$30000.00,$4307.20,$25692.80
P517353:0,Safety Vests,00004232,Saf-T-Gard international Inc,TRANSPORTATION,05/25/2011,05/22/2013,$11000.00,$3875.00,$7125.00
P517411:0,Perpetual License Agreement,00003897,"Anchor Software, LLC",PUBLIC WORKS,07/27/2011,07/26/2016,$50000.00,$19688.25,$30311.75
P517435:0,Rental of Workstations-Mark,00021643,cort furniture,TRANSPORTATION,06/23/2011,12/31/2011,$34487.24,$31656.26,$2830.98
P517458:0,rent 8/15/11 to 8/14/12,00002544,Orion Properties I LLC,LIQUOR LICENSE BOARD,08/15/2011,08/14/2012,$500640.00,$78225.00,$422415.00
P517483:0,Rad-57 CO-Oximeter & Equipment,00015374,Masimo,FIRE,07/01/2011,06/30/2012,$50000.00,$40660.00,$9340.00
P517489:0,Gatorade,00002231,vend central inc,FIRE,07/30/2011,07/31/2012,$4996.65,$4990.05,$6.60
P517495:0,grass cutting - Harford & Oliver & E-33  -  Tote-It,00001479,Evergreen Landscape and Design Corporation,FIRE,07/01/2011,06/29/2012,$4060.00,$1015.00,$3045.00
P517499:0,"Rent for Office Space Garwyn Medical for July 1, 2011 to June 30, 2012",00004228,CrawfordCollins/Garwyn Medical Center,HEALTH,07/01/2011,06/30/2012,$31320.00,$28710.00,$2610.00
P517506:0,Monthly Rental-Oliver Sr. Center,00019079,CGH LP,HEALTH,07/01/2011,06/30/2012,$58451.33,$48709.40,$9741.93
P517526:0,Automatic Titration System,00001177,Laboratory Synergy,PUBLIC WORKS,06/30/2011,06/29/2014,$7418.00,$7418.00,$0.00
P517542:0,Maintenance & Repair  of Holmatro tools,00021745,Chesapeake Fire & Rescue Eq. Inc.,FIRE,07/01/2011,06/30/2012,$30000.00,$13644.00,$16356.00
P517580:0,Interpreting Services for TB,00010590,The Hearing and Speech Agency,HEALTH,07/01/2011,06/30/2012,$1500.00,$0.00,$1500.00
P517583:0,US Food Service - Dukeland 2011,00004045,US Foodservice,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$24950.00,$21445.96,$3504.04
P517584:0,US Food Service - Dunbar 2011-12,00004045,US Foodservice,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$16000.00,$6708.63,$9291.37
P517585:0,Mowing of vacant & abandoned lots,00001479,Evergreen Landscape and Design Corporation,PUBLIC WORKS,06/08/2011,06/07/2012,$779600.00,$257600.00,$522000.00
P517586:0,Stanley Foods Dunbar - 2011-12,00005946,STANLEY FOODS,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$7000.00,$4042.72,$2957.28
P517587:0,Stanley Foods Dukeland - 2011-12,00005946,STANLEY FOODS,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$12000.00,$4664.04,$7335.96
P517589:0,US Food - Waverly Child Care ,00004045,US Foodservice,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$5000.00,$1030.98,$3969.02
P517590:0,US Foodservice for Northwood CCC- Food,00004045,US Foodservice,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$5000.00,$1333.13,$3666.87
P517592:0,Stanley Foods Waverly- 2011-12,00005946,STANLEY FOODS,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$4000.00,$4000.00,$0.00
P517594:0,Stanley Foods - Northwood 2011-12,00005946,STANLEY FOODS,HOUSING & COMMUNITY DEVELOPMENT,07/11/2011,07/10/2012,$4000.00,$710.41,$3289.59
P517625:0,Mowing Services for Medians,00000261,"LORENZ, INC.",TRANSPORTATION,07/15/2011,07/14/2012,$887939.49,$200000.00,$687939.49
P517644:0,Wellness & Fitness Program for the Fire Department,00008375,"Professional Health Services, Inc.",FIRE,06/29/2011,06/28/2012,$1000000.00,$589939.50,$410060.50
P517647:0,Primavera-Phase V-Compliance,00002881,"CDP,Inc.",TRANSPORTATION,07/01/2011,06/30/2012,$196000.00,$173662.50,$22337.50
P517664:0,IDEXX PRODUCTS FOR MICRO - DPW,00005118,"IDEXX Distribuition, Inc",PUBLIC WORKS,08/02/2011,08/01/2012,$6000.00,$5946.00,$54.00
P517666:0,Video Pipeline Inspection Systems - Blanket,00021989,"R.S. TECHNICAL SERVICES, INC",PUBLIC WORKS,07/29/2011,07/28/2012,$15000.00,$13922.90,$1077.10
P517667:0,Services for Windows and Trusses Cleaning,00004120,vipspecialservicesllc,City-Wide,07/13/2011,07/12/2013,$54530.00,$51549.00,$2981.00
P517722:0,NEEDLES-NEEDLE EXCHANGE,00011903,Point Defiance AIDS Projects/NASEN,HEALTH,07/18/2011,07/17/2012,$47636.50,$22327.00,$25309.50
P517732:0,Parts and Service for Power Pressure Washer,00000664,McHenry Equipment Inc. ,GENERAL SERVICES,07/01/2011,06/13/2013,$24500.00,$167.18,$24332.82
P517736:0,Janitorial Services for Hatton Center,00006583,Galaxy II Cleaning Service,HEALTH,08/01/2011,06/30/2012,$4964.00,$4467.60,$496.40
P517740:0,Reflective Traffic Vests; Police Dept.,00000502,"F & F and A.Jacobs & Sons, Inc.",POLICE,07/27/2011,07/26/2012,$10650.00,$10650.00,$0.00
P517751:0,"Janitorial Service - 2700 N. Charles St., Ste. 201",00008203,Sparkle & Shine,HOUSING & COMMUNITY DEVELOPMENT,08/01/2011,07/31/2012,$12969.00,$9522.00,$3447.00
P517753:0,LAUNDERING OF LAB COATS,00002717,Odonnell Cleaners,PUBLIC WORKS,07/29/2011,07/28/2012,$3168.75,$1054.50,$2114.25
P517757:0,GAS MONITORING EQUIPMENT & Parts-Indusrial Scientific,00000185,"National Safety Supply, Inc.",PUBLIC WORKS,08/01/2011,07/31/2012,$20000.00,$11739.59,$8260.41
P517759:0,Lease & Maintenance of Enhanced 911 Customer Premise Equipment,00008761,Verizon Business,POLICE,06/16/2011,06/15/2012,$250000.00,$0.00,$250000.00
P517762:0,O.E.M Parts & Service for Cushman Tractors,00000054,G.L. Cornell Co.,GENERAL SERVICES,07/13/2011,07/12/2012,$4999.00,$2566.37,$2432.63
P517775:0,Street Light Maintenance,00004229,Baltimore Gas & Electric (BGE),TRANSPORTATION,08/01/2011,07/31/2012,$2100000.00,$400000.00,$1700000.00
P517780:0,SERVICE CONTRACT-ROBICON/SIEMANS FREQ. DRIVES - DPW,00003038,"C&D Municipal Sales, Inc.",PUBLIC WORKS,08/02/2011,08/01/2012,$9999.99,$0.00,$9999.99
P517791:0,Various Electrostatic Ink & Supplies,00007210,Braden Sutphin Ink Co.,BUREAU OF PURCHASES,08/01/2011,07/31/2012,$2500.00,$166.60,$2333.40
P517794:0,Foam Core Boards-Graphics,00003460,MARTIN SUPPLY INC.,STATE'S ATTORNEY,08/04/2011,08/03/2012,$4900.00,$4860.80,$39.20
P517805:0,Mounted Equiment ,00001323,"Maryland Saddlery, Inc.",POLICE,08/05/2011,08/04/2012,$7500.00,$4999.34,$2500.66
P517807:0,Custom Work for Stationary Items,00007016,Downs Engravers and Stationers,BUREAU OF PURCHASES,08/05/2011,08/04/2012,$4000.00,$0.00,$4000.00
P517808:0,Stamping & Embossing Services,00003265,c&j graphics inc.,BUREAU OF PURCHASES,08/05/2011,08/04/2012,$4000.00,$1230.00,$2770.00
P517812:0,Printing Materials,00000287,"Presstek, Inc.",BUREAU OF PURCHASES,08/05/2011,08/04/2012,$4000.00,$1311.06,$2688.94
P517813:0,Binding Equipment and  Supplies,00000542,General Binding Corporation,BUREAU OF PURCHASES,08/05/2011,08/04/2012,$4000.00,$1327.71,$2672.29
P517819:0,Reflective Sign Sheeting,00001372,"Osburn Associates, Inc.",TRANSPORTATION,07/13/2011,07/12/2012,$64130.00,$21290.00,$42840.00
P517820:0,Reflective Sign Sheeting,00011924,"AMERICAN TRAFFIC SAFETY MATERIALS, INC",TRANSPORTATION,07/13/2011,07/12/2012,$19974.00,$6924.00,$13050.00
P517834:0,Specialty Gases for Montebello,00010060,CRYOGAS,PUBLIC WORKS,08/09/2011,08/08/2012,$4500.00,$3607.61,$892.39
P517838:0,LAUNDRY SERVICE,00002717,Odonnell Cleaners,HEALTH,08/09/2011,08/08/2012,$1725.00,$1725.00,$0.00
P517852:0,Life and ADD Insurance - Employees and Retirees,00021254,Minnesota Life,BUREAU OF PURCHASES,09/01/2011,12/31/2014,$5478474.00,$0.00,$5478474.00
P517854:0,STANDARDS QUALITY CONT. & CERTIFICATION FOR MICRO & CHEM. - DPW,00004326,"NSI Solutions, Inc.",PUBLIC WORKS,08/10/2011,08/09/2012,$4900.00,$3061.70,$1838.30
P517864:0,Printing Supplies,00006649,LS Patton Printing Supplies,BUREAU OF PURCHASES,09/01/2011,08/31/2012,$4500.00,$325.61,$4174.39
P517867:0,Veterinary Services for BCPD Mounted Unit,00001157,"Cooper Williams, V.M.D.",POLICE,08/11/2011,08/10/2012,$12000.00,$7701.58,$4298.42
